ID,Titre,Créateur,Type,Médium,Année,Année (numérique),Commentaire,Lien,Catégorie 1,Catégorie 2,Catégorie 3,Mots-clés,Émotion 1,Émotion 2,Émotion 3,Émotions,Durée / Dimension
PT-0026,Nu descendant un escalier (n°2) ,Marcel Duchamp,Art,"Peinture, huile sur toile",1912,19.0,"Nu descendant un escalier, peint en 1912, porte la marque d'un attrait de Duchamp pour le cubisme et les expériences futuristes. Il témoigne également de la convergence de plusieurs centres d'intérêt de Duchamp, notamment le cinéma et les chronophotographies de Marey et Muybridge. Le tableau déconstruit le mouvement et le temps linéaire du récit classique en une succession d'instants figés, réunis en une seule image.
Lorsque Duchamp le soumit pour une exposition au Salon des indépendants à Paris en 1912, ses collègues cubistes membres du comité d'accrochage tentèrent de l'exclure, ce qui le blessa profondément. L'œuvre fut finalement présentée à l'Armory Show, qui fit découvrir l'art moderne à un large public à New York en 1913, et elle  confirma la réputation de Duchamp en tant que provocateur artistique.

Cette œuvre a marqué un tournant dans l'histoire de l'art, en combinant des techniques visuelles pour dépeindre le temps, et en introduisant des idées novatrices qui ont contribué à redéfinir les limites de l'art et des concepts qui ont façonné l'évolution de l'art moderne et contemporain. ",https://philamuseum.org/collection/object/51449,représentation du temps,temps et espace,,"personnification, cinéma, science, voyage temporel, jeu",suprise,fascination,,"suprise, fascination",147 × 89.2 cm
PT-0027,meys,Marguerite Humeau,Art,Exposition: White Cube Bermondsey,2023,20.0,"L'exposition meys est un voyage temporel et spatial, du présent et du local vers un avenir lointain et hypothétique, où des ensembles d'objets entretiennent une relation avec le temps qui s'étend simultanément loin dans le futur et dans le passé, pour apparaître à la fois préhistoriques et futuristes.
La pratique artistique de Marguerite Humeau s'appuie sur un processus d'investigation qui cherche à percer les grands mystères de l'existence humaine. Son travail repose sur des recherches approfondies menées en collaboration avec des experts spécialisés, des scientifiques et des personnes détentrices de savoirs traditionnels, oraux ou en voie de disparition.
Elle spécule sur l'existence de civilisations disparues, de présents parallèles, de paysages cognitifs perdus et d'avenirs potentiels, tissant des liens entre ces différents plans temporels. Sa pratique couvre de vastes territoires spatiaux et temporels, allant de la préhistoire à des futurs imaginaires, tandis qu'elle construit des récits complexes qui relient le mythe, la science et la spéculation dans la quête d'une compréhension de l'existence.

https://en.wikipedia.org/wiki/Marguerite_Humeau",https://www.whitecube.com/gallery-exhibitions/marguerite-humeau-meys,temps biologique,temps géologique,,"immortalité, vie, monde parallèle, philosophie, voyage temporel",facination,tension,,"facination, tension",
PT-0028,"The Artist is Present"" (736 hours at MoMA) ",Marina Abramović,Art,Performance,2010,20.0,"Marina Abramović est l’une des figures historiques majeures de l’art performatif, une pratique où le temps constitue une dimension essentielle, permettant aux participants de vivre pleinement l’expérience artistique et de créer un lien partagé entre les visiteurs.
Pour sa performance au MoMA, l'artiste a créé un dispositif ayant vocation de ralentir le temps et la frénésie des vies des habitants de New York. Cette œuvre présentait l'artiste assise immobile et silencieuse pendant 736 heures, face à un visiteur à la fois, qui pouvait prendre place et la regarder dans les yeux aussi longtemps qu'il le souhaitait. Cette performance explore aussi l'idée de l'artiste comme miroir de la société.  Abramović incite le spectateur à ralentir, à repenser sa relation au temps et tenter de le ressentir. Chaque interaction silencieuse forge une temporalité particulière, à la fois collective et intime.

https://fr.wikipedia.org/wiki/Marina_Abramovi%C4%87",https://vimeo.com/72711715,expérience du temps,temps et identité,,"intimité, attente, personnification, jeu, silence",tension,fascination,,"tension, fascination",736 heures
PT-0029,Standard Time ,"Mark Formanek

",Art,Vidéo de performance,2007,20.0,"Standard Time est une vidéo de performance. Toutes les minutes pendant 24 heures, 70 ouvriers construisent, démontent et restructurent sans interruption de grandes planches de bois (4 × 12 mètres) formant les chiffres d'une horloge numérique géante. Calibrée avec précision en temps réel, elle fonctionne comme une horloge numérique.
Alors que les ouvriers de la vidéo peinent à suivre le rythme minuté (environ 1'600 changements en tout), le public est contraint de partager leur anxiété. Ce qui, à première vue, peut sembler être l'enregistrement d'un exercice futile, commence rapidement à incarner un commentaire sur le travail ouvrier dévalorisé et parfois clandestin, ainsi que sur l'emprise tyrannique du temps sur nos vies. Ironiquement, ce sont les gardiens du temps qui sont emprisonnés dans sa marche sans fin.
Le film devient une vraie horloge, un artefact temporel vivant, qui peut aussi être acheté sous forme d'application pour faire de votre ordinateur une horloge numérique.
https://www.standard-time.com/shop_en.php

Des performances similaires ont été réalisées à d'autres endroits dans le monde, par exemple à la Power Station,  Art Shanghai en 2017. 

https://de.wikipedia.org/wiki/Mark_Formanek","https://www.google.com/search?sca_esv=adde10145c0e0ebd&sxsrf=AE3TifMOT-c_a-mxD-cWgqoNK7064VK2eg:1754573508224&udm=7&fbs=AIIjpHx4nJjfGojPVHhEACUHPiMQ_pbg5bWizQs3A_kIenjtcpTTqBUdyVgzq0c3_k8z34GCYOIq5wL9Dn59EPLMWMeSr8jncfPLyc4WBKDaGm3C08CyjaN3tYixhJWG3sk8MJ9l49ZV7XEwUF0f3YRABjQ7IJilJSOVewkveiSfK6pGmv82qWq9SZ60C1ICuXEQnK74azUpzCeKZd8bYKpdLjtRPGEJoQ&q=Mark+Formanek+Standard+Time&sa=X&ved=2ahUKEwigpcLV5_iOAxXY0AIHHXurKvwQtKgLegQIGBAB&biw=1455&bih=714&dpr=2#fpstate=ive&vld=cid:b047edbc,vid:NqQkrLozmDE,st:0",expérience du temps,représentation du temps,,"compte à rebours, horloge, mise en abime, comptage, politique",fascination,vigilance,,"fascination, vigilance",24 heures
PT-0030,Sun Tunnels,Nancy Holt,Art,Oeuvre de Land art: quatre cylindres en béton ,1973-76,19.0,"Les Sun Tunnels de Holt sont situés dans le désert du nord-ouest de l'Utah. Composés de quatre cylindres en béton de 5,5 mètres de long et 2,7 mètres de diamètre, ils sont disposés en croix, alignés avec le lever et le coucher du soleil aux solstices d'été et d'hiver. Chaque cylindre est perforé d'une série de trous correspondant aux étoiles de différentes constellations (Capricorne, Colombe, Dragon et Persée), de sorte que les ombres projetées par le soleil à travers ces ouvertures permettent de retracer la rotation de la Terre. Cette œuvre met l'accent sur le temps cosmique, sculptant la lumière du soleil et nous invite à faire l'expérience du passage du temps à travers les changements saisonniers du soleil et la rotation de la Terre.

L'une des rares femmes associées au Land art, Holt en a été une figure clé, mais méconnue, qui a réalisé des projets ambitieux dans le monde entier. Son travail – photographies, films, installations in situ, et aussi œuvres pionnières multi-médias – transforme notre perception du lieu, de l'espace et du temps. 

Elle est également la veuve de l'artiste de Land art Robert Smithson.

https://fr.wikipedia.org/wiki/Nancy_Holt","https://www.diaart.org/visit/visit-our-locations-sites/nancy-holt-sun-tunnels#:~:text=In%201973%20Holt%20began%20working,shifts%20from%20day%20to%20night.",temps cosmique,temps et espace,,"nature, cycle de vie, éternité, comptage, science",sérénité,joie,,"sérénité, joie",5.5 mètres de long et 2.7 mètres de diamètre
PT-0031,The Brown Sisters,Nicolas Nixon,Art,Ensemble de photographies,1975-2022,19.0,"Commencée en 1975, cette série de 48 portraits annuels, met en scène quatre sœurs, dont la femme du photographe. Chaque année pendant près de 50 ans, il documente l'apparence des femmes - Heather, Mimi, Bebe (l'épouse du photographe) et Laurie - toujours dans le même ordre, toujours en noir et blanc, à l'aide d'un appareil photo 8 x 10 pouces monté sur un trépied. Sans rien révéler de leur identité, Nixon offre néanmoins un portrait émouvant de la famille, des liens qui unissent les quatre soeurs et une réflexion universelle sur le passage du temps.

https://fr.wikipedia.org/wiki/Nicholas_Nixon",https://www.nytimes.com/interactive/2014/10/03/magazine/01-brown-sisters-forty-years.html,temps vécu,temps biologique,,"génération, intimité, vie, personnification, mémoire",sérénité,tension,,"sérénité, tension",
PT-0032,Long daylight pavilion,Olafur Eliasson,Art,"Installation d'art public: acier inoxydable, verre, verre acrylique, éclairage LED
",2025,20.0,"Long Daylight Pavilion est une installation lumineuse située dans le port d'Helsinki qui donne corps à la trajectoire suivie par le soleil lors du solstice d'été, créant ainsi un lien physique entre le spectateur, le lieu et le temps cosmique. L'œuvre utilise vingt-quatre poteaux de différentes hauteurs, déterminées par la trajectoire du soleil, pour former un anneau qui s'étend de la terre à l'eau et qui s’illuminent la nuit. Elle agit comme une sorte de boussole, permettant de s'orienter dans l'environnement de la ville et surtout par rapport à la planète Terre. Bien que fixe, l'œuvre invite à une prise de conscience temporelle, reliant les visiteurs au rythme de la rotation terrestre. 

D'autres œuvres, telles que Tunnel for Unfolding Time matérialisent l'intérêt de l'artiste pour l'expérience subjective du temps en créant un voyage multisensoriel qui permet aux spectateurs de se déplacer physiquement à travers différentes perceptions temporelles.

https://olafureliasson.net/",https://olafureliasson.net/artwork/long-daylight-pavilion-2025/,expérience du temps,temps cosmique,,"nature, comptage, cycle de vie, science, éternité",sérénité,fascination,,"sérénité, fascination",275 x 209 x 770 cm
PT-0033,Today ou Date Paintings,On Kawara,Art,"Peintures monochromes horizontales avec date en blanc, coupure de journal, boîte fait main",1966-2014,19.0,"Le 4 janvier 1966, On Kawara a commencé sa série Today, ou Date Paintings. Il a travaillé sur cette série pendant près de cinq décennies, créant près de 3 000 peintures datées, dont la plupart étaient accompagnées d'une boîte faite à la main et doublée d'une coupure du journal du jour de la ville où la peinture avait été réalisée. La date est écrite dans la langue et selon les conventions en usage dans le lieu où Kawara a réalisé le tableau, suivant un rituel spécifique, mais sans principe particulier concernant le choix de la date. En effet, plusieurs œuvres, voire aucune, pouvaient être réalisées le même jour. L'artiste traite chaque jour comme une entité distincte dans le contexte plus large du passage du temps, quantifié et façonné par les contextes culturels et les expériences personnelles et sujectives de l'artiste, plutôt que dans l'idée d'un calendrier, qu'il considère comme une pure construction humaine. 

https://fr.wikipedia.org/wiki/On_Kawara",https://www.davidzwirner.com/exhibitions/2024/on-kawara-london,représentation du temps,temps vécu,,"vie, mort, histoire, philosophie, rituel",fascination,tension,,"fascination, tension","Variable: de  20,3 × 25,4 cm (pour la plus petite) à 154,9 × 226,1 cm "
PT-0034,Der Lauf der Dinge,Peter Fischli et David Weiss ,Art,Vidéo,1987,19.0,"Cette vidéo capture les réactions en chaîne provoquées par des objets du quotidien (sacs en plastique, pneus, ballons, feu) mis en mouvement pour créer un effet domino, à l'instar d'une machine de Rube Goldberg, où des tâches simples sont accomplies par une série d'événements complexes et souvent inutiles.
L'œuvre joue sur le temps qui s'étire, l'anticipation et le suspense avant chaque nouvelle action méticuleusement préparée, mais qui pourrait échouer à tout moment. C'est aussi la tension entre l'ordre précaire et le chaos, le hasard et le contrôle qui nous rappelle la fragilité de notre existence.

https://fr.wikipedia.org/wiki/Peter_Fischli_et_David_Weiss",https://www.youtube.com/watch?v=-Lm48xH6PaY,expérience du temps,temps et espace,,"voyage temporel, jeu, vie, attente, compte à rebours",fascination,tension,,"fascination, tension",38 minutes
PT-0035,The Bicyclist Who Fell into a Time-Cone,Raqs Media Collective,Art,Film,2023,20.0,"Le film The Bicyclist Who Fell into a Time-Cone de Raqs Media Collective oscille entre réalité et fiction, en gravitant autour de l'année 1980. Il explore de nouvelles textures visuelles obtenues en imbriquant et juxtaposant des images contemporaines tournée dans la région de New Dehli, avec des images d'archives trouvées. Cette polyphonie de registres visuels est accompagnée d'une narration, un monologue sur le temps, la mémoire et l'histoire qui évolue entre différentes échelles de temporalité et suggère une pluralité spectrale du temps, non linéaire et stratifié — où le passé, le présent et le futur peuvent coexister ou se confondre les uns avec les autres.

Raqs Media Collective (* 1992, Monica Narula, Jeebesh Bagchi et Shuddhabrata Sengupta) est un collectif d'artistes qui créent des installations, sculptures, vidéos, performances, textes, etc.   Le mot « raqs » désigne dans plusieurs langues une intensification de la conscience et de la présence obtenue par des mouvements tournoyants, des rotations, un état de révolution. Raqs interprète ce sens comme signifiant « contemplation cinétique » et un engagement incessant et énergique avec le monde et avec le temps. 

https://www.raqsmediacollective.net/

Autres travaux autour du temps: Moon Clock, 2024 & Blood Moon, 2025","https://works.raqsmediacollective.net/index.php/2023/04/06/the-bicyclist-who-fell-into-a-time-cone/8082
https://mubi.com/en/ch/films/the-bicyclist-who-fell-into-a-time-cone",nature du temps,expérience du temps,,"mémoire, souvenir, voyage temporel, histoire, rêve",fascination,sérénité,,"fascination, sérénité",25 minutes et 5 secondes
